Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Cotton(lint),Whole Year ,Haryana,631000.0,Black Soil,low,High,Medium,Low,2064.634235,1260.11
Rice,Kharif     ,Haryana,913000.0,Alluvial Soil,high,Low,Low,Medium,2473.733936,1995.08
Sugarcane,Whole Year ,Haryana,141000.0,Red/Yellow Soil,high,High,Low,Medium,2430.076842,2660.98
Wheat,Rabi       ,Haryana,2057000.0,Alluvial Soil,low,Average,High,Low,2374.82039,2226.07
Rice,Kharif     ,Nagaland,145000.0,Alluvial Soil,high,Average,Medium,Medium,2474.97678,1224.73
Rice,Rabi       ,Nagaland,200.0,Alluvial Soil,high,Average,High,High,2169.167088,2019.86
Cotton(lint),Kharif     ,Delhi,1.0,Black Soil,low,High,High,High,2369.553816,2586.55
Potato,Whole Year ,Delhi,142.0,Red/Yellow Soil,low,Low,Medium,Low,2659.997509,842.88
Rice,Kharif     ,Delhi,7303.0,Alluvial Soil,high,High,Low,Low,2395.008976,1240.81
Sugarcane,Whole Year ,Delhi,5.0,Laterile Soil,low,Average,Low,Medium,1998.408258,2077.74
Wheat,Rabi       ,Delhi,31037.0,Red/Yellow Soil,low,High,Medium,Medium,2358.192317,1915.47
Cotton(lint),Kharif     ,Andhra Pradesh,1045704.0,Black Soil,high,Average,Low,High,2178.952461,1424.74
Groundnut,Kharif     ,Andhra Pradesh,1520577.0,Red/Yellow Soil,low,Low,High,Medium,2580.140889,2454.21
Groundnut,Rabi       ,Andhra Pradesh,274540.0,Alluvial Soil,low,High,Medium,Medium,2595.651221,859.81
Onion,Whole Year ,Andhra Pradesh,34925.0,Red/Yellow Soil,low,High,Low,Low,2002.367612,715.23
Ragi,Kharif     ,Andhra Pradesh,82280.0,Alluvial Soil,high,Average,High,Low,2727.703891,2986.46
Ragi,Rabi       ,Andhra Pradesh,14472.0,Alluvial Soil,low,Low,Low,High,2166.34411,623.49
Rice,Kharif     ,Andhra Pradesh,2848794.0,Alluvial Soil,low,Average,Medium,Medium,2967.754687,1793.17
Rice,Rabi       ,Andhra Pradesh,1165454.0,Alluvial Soil,high,High,Medium,High,2485.367121,2007.92
Sugarcane,Whole Year ,Andhra Pradesh,232416.0,Alluvial Soil,low,Low,Low,Medium,2126.08195,2788.84
Wheat,Rabi       ,Andhra Pradesh,13515.0,Red/Yellow Soil,high,High,High,Low,2157.404179,1756.91
Cotton(lint),Kharif     ,Delhi,1.0,Black Soil,low,Low,Medium,Low,2604.428588,507.9
Potato,Whole Year ,Delhi,157.0,Red/Yellow Soil,low,Low,Medium,Low,2382.610033,644.67
Rice,Kharif     ,Delhi,8105.0,Alluvial Soil,high,Average,High,Low,2471.003827,709.58
Sugarcane,Whole Year ,Delhi,4.0,Laterile Soil,high,Low,Low,Low,2983.83407,2064.89
Wheat,Rabi       ,Delhi,33505.0,Alluvial Soil,high,Average,Low,Low,2290.226781,704.61
Groundnut,Kharif     ,Jammu and Kashmir,8.0,Laterile Soil,low,Low,Medium,Medium,2517.988857,1015.23
Rice,Kharif     ,Jammu and Kashmir,250625.0,Alluvial Soil,low,Average,Low,High,2925.953346,2892.59
Sugarcane,Whole Year ,Jammu and Kashmir,143.0,Red/Yellow Soil,high,Average,Low,Low,2581.154043,1177.94
Cotton(lint),Kharif     ,Delhi,1.0,Black Soil,high,Average,Medium,High,2018.019179,1400.5
Potato,Whole Year ,Delhi,2487.0,Laterile Soil,low,Average,Low,High,2651.616704,2501.24
Rice,Kharif     ,Delhi,6053.0,Alluvial Soil,low,High,Medium,Medium,2151.099143,2819.38
Sugarcane,Whole Year ,Delhi,5.0,Laterile Soil,high,Average,Medium,Low,2922.042259,2242.12
Wheat,Rabi       ,Delhi,27836.0,Alluvial Soil,low,High,Medium,Low,2253.139719,1708.84
Groundnut,Kharif     ,Jammu and Kashmir,12.0,Laterile Soil,low,Low,Low,Low,3390.852852,1553.8
Onion,Whole Year ,Jammu and Kashmir,365.0,Red/Yellow Soil,low,High,High,High,2940.212796,2376.94
Rice,Kharif     ,Jammu and Kashmir,244051.0,Alluvial Soil,low,Low,Low,Medium,2261.016229,2775.67
Sugarcane,Whole Year ,Jammu and Kashmir,126.0,Laterile Soil,low,Average,Medium,Low,2506.004142,1871.04
Wheat,Rabi       ,Jammu and Kashmir,276815.0,Alluvial Soil,low,Average,Low,Medium,2726.093284,1493.85
Cotton(lint),Kharif     ,Delhi,1.0,Black Soil,high,Average,Medium,Low,2735.098142,1195.29
Potato,Whole Year ,Delhi,63.0,Laterile Soil,high,High,High,Medium,2632.700878,2763.89
Rice,Kharif     ,Delhi,6405.0,Alluvial Soil,low,High,Medium,Medium,2875.647711,2428.93
Sugarcane,Whole Year ,Delhi,3.0,Alluvial Soil,low,Low,Low,High,2463.109316,1568.8
Wheat,Rabi       ,Delhi,26114.0,Red/Yellow Soil,low,Low,Low,Low,2389.984699,2262.68
Cotton(lint),Kharif     ,Jammu and Kashmir,69.0,Black Soil,low,High,Medium,High,2395.940804,2549.72
Groundnut,Kharif     ,Jammu and Kashmir,12.0,Laterile Soil,low,High,High,Medium,2757.51197,2217.63
Onion,Whole Year ,Jammu and Kashmir,518.0,Red/Yellow Soil,high,Average,High,Medium,2609.554312,1478.07
Potato,Whole Year ,Jammu and Kashmir,1835.0,Alluvial Soil,low,High,Medium,High,2587.3851,1227.53
Rice,Kharif     ,Jammu and Kashmir,249830.0,Alluvial Soil,high,Low,Medium,Low,2738.570275,1928.36
Sugarcane,Whole Year ,Jammu and Kashmir,132.0,Laterile Soil,high,High,Medium,Low,1884.684278,2146.91
Wheat,Rabi       ,Jammu and Kashmir,255514.0,Laterile Soil,high,Average,Low,High,2593.020647,1910.78
Cotton(lint),Kharif     ,Delhi,1.0,Black Soil,high,Low,Medium,Low,2565.570667,1850.94
Potato,Whole Year ,Delhi,61.0,Alluvial Soil,high,Low,High,High,3000.642424,1669.86
Rice,Kharif     ,Delhi,6096.0,Alluvial Soil,high,High,Medium,Medium,2041.423605,790.91
Sugarcane,Whole Year ,Delhi,5.0,Red/Yellow Soil,high,High,Low,High,2967.15599,1409.2
Wheat,Rabi       ,Delhi,19860.0,Alluvial Soil,high,Average,Low,Medium,2522.622739,899.13
Cotton(lint),Kharif     ,Jammu and Kashmir,44.0,Black Soil,low,High,Low,High,2646.696859,1275.71
Groundnut,Kharif     ,Jammu and Kashmir,49.0,Laterile Soil,high,High,High,Medium,3002.775636,2885.85
Onion,Whole Year ,Jammu and Kashmir,495.0,Red/Yellow Soil,high,Low,Medium,Medium,2668.22838,768.13
Potato,Whole Year ,Jammu and Kashmir,1737.0,Laterile Soil,high,High,Low,Low,2620.110487,1604.25
Rice,Kharif     ,Jammu and Kashmir,236199.0,Alluvial Soil,low,Low,Low,High,2572.687356,1084.71
Sugarcane,Whole Year ,Jammu and Kashmir,117.0,Laterile Soil,low,Low,Medium,Low,2354.95656,1891.44
Wheat,Rabi       ,Jammu and Kashmir,244157.0,Red/Yellow Soil,high,High,Low,Low,2491.453263,541.6
Banana,Whole Year ,Puducherry,274.0,Red/Yellow Soil,high,Average,Medium,High,2285.34617,2122.62
Cotton(lint),Kharif     ,Puducherry,314.0,Black Soil,low,Average,High,High,2486.62993,609.36
Onion,Whole Year ,Puducherry,3.0,Laterile Soil,high,Average,Low,Low,1799.220791,1290.69
Ragi,Kharif     ,Puducherry,114.0,Laterile Soil,high,Low,High,High,2628.71187,1447.04
Rice,Kharif     ,Puducherry,24142.0,Alluvial Soil,high,Average,Low,Medium,2463.478824,2546.56
Sugarcane,Whole Year ,Puducherry,2330.0,Alluvial Soil,high,High,Low,Low,2399.138879,1821.68
Cotton(lint),Kharif     ,Uttar Pradesh,4987.0,Black Soil,low,Low,High,Medium,2565.927425,1083.67
Groundnut,Kharif     ,Uttar Pradesh,81715.0,Alluvial Soil,high,Average,High,High,2069.930823,1879.85
Onion,Rabi       ,Uttar Pradesh,8199.0,Red/Yellow Soil,low,High,Low,High,3078.780999,564.15
Onion,Summer     ,Uttar Pradesh,11157.0,Laterile Soil,low,High,High,Medium,2469.169762,1143.33
Onion,Whole Year ,Uttar Pradesh,61.0,Red/Yellow Soil,high,Low,Medium,Low,2456.24667,2946.55
Potato,Whole Year ,Uttar Pradesh,442030.0,Red/Yellow Soil,high,Average,High,High,2210.381137,1313.18
Ragi,Rabi       ,Uttar Pradesh,590.0,Alluvial Soil,high,Low,Medium,High,2507.183915,942.47
Rice,Kharif     ,Uttar Pradesh,5209137.0,Alluvial Soil,high,High,Medium,High,2916.087967,1144.35
Rice,Summer     ,Uttar Pradesh,4292.0,Alluvial Soil,low,High,Low,Medium,2810.774863,619.43
Sugarcane,Whole Year ,Uttar Pradesh,2148981.0,Alluvial Soil,low,High,Low,High,2756.331325,2012.65
Wheat,Rabi       ,Uttar Pradesh,9162749.0,Red/Yellow Soil,high,High,High,Medium,2663.919686,2972.88
Potato,Whole Year ,Himachal Pradesh,15036.0,Laterile Soil,high,Low,Medium,Low,2392.437242,747.13
Rice,Kharif     ,Himachal Pradesh,81335.0,Alluvial Soil,low,Low,Low,Medium,2064.95105,2845.4
Wheat,Rabi       ,Himachal Pradesh,365359.0,Laterile Soil,low,Low,Medium,High,2439.688368,2937.17
Cotton(lint),Kharif     ,Jammu and Kashmir,10.0,Black Soil,high,High,Medium,Low,2429.238561,2068.05
Onion,Whole Year ,Jammu and Kashmir,631.0,Laterile Soil,high,Average,High,Medium,2814.638332,1815.23
Potato,Whole Year ,Jammu and Kashmir,1614.0,Red/Yellow Soil,high,Average,Low,Low,2592.817133,2485.0
Rice,Kharif     ,Jammu and Kashmir,259815.0,Alluvial Soil,high,Average,High,High,2983.693458,2860.26
Sugarcane,Whole Year ,Jammu and Kashmir,154.0,Red/Yellow Soil,high,Low,Low,Medium,2859.246562,2302.5
Wheat,Rabi       ,Jammu and Kashmir,250282.0,Red/Yellow Soil,low,High,Low,Low,2363.051317,1590.48
Potato,Whole Year ,Himachal Pradesh,14808.0,Alluvial Soil,low,High,High,High,1961.461241,1431.0
Rice,Kharif     ,Himachal Pradesh,79519.0,Alluvial Soil,low,Average,Low,Medium,2915.67257,1928.46
Wheat,Rabi       ,Himachal Pradesh,367770.0,Laterile Soil,low,Average,High,Low,2907.815567,592.88
Rice,Kharif     ,Jammu and Kashmir,250044.0,Alluvial Soil,high,Low,Low,Medium,2090.136523,676.37
Wheat,Rabi       ,Jammu and Kashmir,248613.0,Laterile Soil,low,High,Low,High,2952.772006,2722.49
Groundnut,Autumn     ,Odisha,30494.0,Red/Yellow Soil,high,Average,Low,Medium,2614.635151,2324.92
Groundnut,Summer     ,Odisha,54029.0,Laterile Soil,low,Average,Low,High,2548.205649,926.73
Groundnut,Winter     ,Odisha,3187.0,Laterile Soil,high,Low,Medium,High,2984.434976,1143.62
Onion,Whole Year ,Odisha,26684.0,Laterile Soil,high,High,Medium,High,2903.405552,780.05
Potato,Winter     ,Odisha,8506.0,Laterile Soil,low,Low,High,Medium,2695.399286,1472.7
Ragi,Autumn     ,Odisha,24161.0,Alluvial Soil,low,Low,Medium,Low,2641.96512,2414.61
Ragi,Summer     ,Odisha,261.0,Laterile Soil,high,Low,High,High,2684.918287,2819.63
Ragi,Winter     ,Odisha,39385.0,Red/Yellow Soil,low,Low,Low,High,2379.98277,2526.94
Rice,Autumn     ,Odisha,824000.0,Alluvial Soil,high,Average,Low,High,2483.469565,1771.87
Rice,Summer     ,Odisha,293000.0,Alluvial Soil,low,Low,High,Low,2229.304854,1622.96
Rice,Winter     ,Odisha,3375000.0,Alluvial Soil,low,Average,Low,Low,2400.088067,1755.68
Sugarcane,Winter     ,Odisha,14486.0,Alluvial Soil,low,High,Low,Low,2390.009836,1428.18
Wheat,Summer     ,Odisha,4054.0,Laterile Soil,low,Low,High,Medium,2309.408389,1868.07
Banana,Whole Year ,Uttar Pradesh,1615.0,Alluvial Soil,low,Low,High,High,2541.023951,1716.65
Cotton(lint),Kharif     ,Uttar Pradesh,5612.0,Black Soil,low,Average,Medium,Low,2402.805745,651.27
Groundnut,Kharif     ,Uttar Pradesh,95298.0,Red/Yellow Soil,high,Low,Medium,Low,2650.670416,923.58
Onion,Whole Year ,Uttar Pradesh,18430.0,Red/Yellow Soil,high,High,Low,High,2013.303816,1796.01
Potato,Rabi       ,Uttar Pradesh,435135.0,Laterile Soil,high,High,Low,High,2465.993562,1816.92
Rice,Kharif     ,Uttar Pradesh,5934405.0,Alluvial Soil,high,High,Low,High,2539.465492,807.02
Sugarcane,Kharif     ,Uttar Pradesh,2002320.0,Laterile Soil,high,Average,Medium,Low,2406.811228,1747.45
Wheat,Rabi       ,Uttar Pradesh,9373402.0,Red/Yellow Soil,high,High,Low,High,2448.28219,1392.54
Cotton(lint),Kharif     ,Jammu and Kashmir,35.0,Black Soil,low,Low,Low,Low,2024.426197,2110.16
Groundnut,Kharif     ,Jammu and Kashmir,34.0,Red/Yellow Soil,low,Average,Medium,Medium,2606.943131,1544.2
Onion,Kharif     ,Jammu and Kashmir,94.0,Laterile Soil,low,Low,Medium,Medium,2694.281795,1253.98
Potato,Kharif     ,Jammu and Kashmir,786.0,Laterile Soil,low,Low,Medium,Low,2648.061188,1757.88
Rice,Kharif     ,Jammu and Kashmir,259014.0,Alluvial Soil,low,High,High,High,2811.618118,1371.47
Sugarcane,Kharif     ,Jammu and Kashmir,191.0,Laterile Soil,low,Low,Low,Medium,2560.458882,1511.26
Wheat,Kharif     ,Jammu and Kashmir,436.0,Laterile Soil,high,Average,Medium,Low,2643.604354,2050.01
Wheat,Rabi       ,Jammu and Kashmir,436.0,Laterile Soil,high,Low,Medium,Medium,2546.827222,789.0
Banana,Whole Year ,Uttar Pradesh,1991.0,Red/Yellow Soil,low,High,Low,High,2706.265216,1404.66
Cotton(lint),Kharif     ,Uttar Pradesh,4366.0,Black Soil,low,Average,High,Medium,2026.831109,1668.54
Onion,Whole Year ,Uttar Pradesh,25535.0,Alluvial Soil,high,Low,Low,Low,2231.92571,2173.2
Potato,Rabi       ,Uttar Pradesh,445197.0,Alluvial Soil,high,High,High,High,2976.069897,1185.88
Rice,Kharif     ,Uttar Pradesh,5571524.0,Alluvial Soil,low,Average,Medium,Medium,1761.869253,1746.41
Sugarcane,Kharif     ,Uttar Pradesh,2155791.0,Red/Yellow Soil,low,Low,Medium,High,2457.946621,1813.4
Wheat,Rabi       ,Uttar Pradesh,9163949.0,Laterile Soil,low,High,Low,Low,2851.682488,2148.94
Cotton(lint),Kharif     ,Jammu and Kashmir,42.0,Black Soil,high,High,High,Low,2472.0218,2658.56
Groundnut,Kharif     ,Jammu and Kashmir,39.0,Laterile Soil,high,High,Low,High,2378.496679,1171.71
Onion,Rabi       ,Jammu and Kashmir,372.0,Alluvial Soil,high,Average,Low,Medium,2538.826503,1671.48
Potato,Kharif     ,Jammu and Kashmir,889.0,Laterile Soil,high,Average,Medium,High,2394.063946,1521.35
Potato,Rabi       ,Jammu and Kashmir,857.0,Laterile Soil,high,Average,High,Medium,2509.254848,1591.89
Rice,Kharif     ,Jammu and Kashmir,252516.0,Alluvial Soil,high,High,High,Medium,2294.985689,802.02
Sugarcane,Kharif     ,Jammu and Kashmir,159.0,Alluvial Soil,high,Average,Low,Low,2832.602326,2243.37
Wheat,Rabi       ,Jammu and Kashmir,261584.0,Laterile Soil,high,Low,Low,High,2926.979476,2690.25
Potato,Whole Year ,Delhi,56.0,Laterile Soil,high,Low,High,Low,2459.982903,2820.2
Rice,Kharif     ,Delhi,7419.0,Alluvial Soil,low,High,Low,Medium,2084.053174,2367.94
Sugarcane,Whole Year ,Delhi,3.0,Alluvial Soil,low,Average,Medium,High,2342.847049,1779.65
Wheat,Rabi       ,Delhi,17482.0,Alluvial Soil,low,Average,High,Medium,2444.803402,1621.84
Cotton(lint),Kharif     ,Jammu and Kashmir,64.0,Black Soil,low,Average,High,High,2651.661663,2644.74
Groundnut,Kharif     ,Jammu and Kashmir,3.0,Alluvial Soil,low,Average,High,Medium,2197.596033,2290.64
Onion,Kharif     ,Jammu and Kashmir,131.0,Alluvial Soil,low,Low,Low,Low,2269.251304,1441.05
Onion,Rabi       ,Jammu and Kashmir,372.0,Alluvial Soil,high,High,Low,Medium,2653.202841,1416.01
Potato,Kharif     ,Jammu and Kashmir,1380.0,Laterile Soil,low,High,High,High,2781.67265,2996.32
Potato,Rabi       ,Jammu and Kashmir,857.0,Red/Yellow Soil,low,Low,Medium,High,2313.521786,1745.82
Rice,Kharif     ,Jammu and Kashmir,263246.0,Alluvial Soil,high,High,Medium,Medium,2100.034884,2144.72
Sugarcane,Kharif     ,Jammu and Kashmir,69.0,Laterile Soil,high,Average,Low,Medium,3485.23546,2842.57
Wheat,Kharif     ,Jammu and Kashmir,20.0,Alluvial Soil,low,Average,Medium,Low,2734.991271,1659.19
Wheat,Rabi       ,Jammu and Kashmir,261584.0,Red/Yellow Soil,high,High,Medium,Low,2419.898871,779.44
Potato,Whole Year ,Delhi,79.0,Laterile Soil,high,High,Low,High,2760.709383,851.36
Rice,Kharif     ,Delhi,7039.0,Alluvial Soil,high,High,High,Medium,2462.663011,1285.71
Sugarcane,Whole Year ,Delhi,3.0,Laterile Soil,low,Low,High,Low,2760.147067,2812.96
Wheat,Rabi       ,Delhi,18430.0,Red/Yellow Soil,low,Low,High,High,2547.817959,2840.68
Potato,Whole Year ,Delhi,88.0,Alluvial Soil,high,High,Medium,Low,2527.381569,626.87
Rice,Kharif     ,Delhi,6821.0,Alluvial Soil,high,Average,High,Medium,2465.92544,2778.69
Sugarcane,Whole Year ,Delhi,3.0,Red/Yellow Soil,high,High,Medium,High,2065.7856,1951.01
Wheat,Rabi       ,Delhi,21309.0,Alluvial Soil,high,High,Medium,Low,3081.42847,2427.91
Cotton(lint),Kharif     ,Jammu and Kashmir,17.0,Black Soil,low,Low,High,Medium,2217.539824,1843.8
Groundnut,Kharif     ,Jammu and Kashmir,3.0,Laterile Soil,low,Low,Low,Low,2091.992927,1456.35
Onion,Kharif     ,Jammu and Kashmir,249.0,Laterile Soil,high,Low,High,High,2436.142035,2722.85
Onion,Rabi       ,Jammu and Kashmir,470.0,Red/Yellow Soil,high,Low,High,High,2211.558456,2868.0
Potato,Kharif     ,Jammu and Kashmir,1098.0,Red/Yellow Soil,low,Low,Low,Low,2484.486163,1397.14
Potato,Rabi       ,Jammu and Kashmir,1184.0,Red/Yellow Soil,high,Low,High,High,2706.329155,1499.4
Rice,Kharif     ,Jammu and Kashmir,259892.0,Alluvial Soil,high,Average,Low,Low,2798.59087,2474.44
Sugarcane,Kharif     ,Jammu and Kashmir,1.0,Red/Yellow Soil,low,Low,Low,High,2744.419216,1378.97
Wheat,Rabi       ,Jammu and Kashmir,284644.0,Laterile Soil,high,Low,High,Medium,2408.310384,1183.21
Potato,Whole Year ,Delhi,51.0,Red/Yellow Soil,low,Average,High,Medium,2514.877548,2292.95
Rice,Kharif     ,Delhi,6848.0,Alluvial Soil,high,High,High,High,2622.363715,2386.76
Sugarcane,Whole Year ,Delhi,3.0,Red/Yellow Soil,low,Average,Medium,High,1972.663773,1534.12
Wheat,Rabi       ,Delhi,20135.0,Laterile Soil,high,High,Medium,Low,2671.17541,1109.55
Potato,Whole Year ,Delhi,48.0,Alluvial Soil,high,Average,Medium,Low,2062.810214,2306.23
Rice,Kharif     ,Delhi,7248.0,Alluvial Soil,high,High,High,Low,3112.10398,1351.09
Sugarcane,Whole Year ,Delhi,3.0,Alluvial Soil,low,Low,Low,High,2378.645475,755.33
Wheat,Rabi       ,Delhi,18927.0,Alluvial Soil,high,High,Low,High,2444.537447,2334.57
Cotton(lint),Kharif     ,Jammu and Kashmir,13.0,Black Soil,high,High,High,Low,2269.08787,1337.7
Groundnut,Kharif     ,Jammu and Kashmir,5.0,Alluvial Soil,high,High,Low,Low,2311.00899,1046.56
Onion,Kharif     ,Jammu and Kashmir,144.0,Alluvial Soil,low,Average,High,High,3182.228071,2310.65
Onion,Rabi       ,Jammu and Kashmir,430.0,Alluvial Soil,high,Low,Medium,Low,2782.110907,540.0
Potato,Kharif     ,Jammu and Kashmir,1015.0,Red/Yellow Soil,low,Low,Medium,High,2035.239266,2813.93
Potato,Rabi       ,Jammu and Kashmir,1045.0,Alluvial Soil,high,Low,Medium,Low,2951.26387,2097.28
Rice,Kharif     ,Jammu and Kashmir,262169.0,Alluvial Soil,low,High,High,Low,2857.972683,2320.0
Sugarcane,Kharif     ,Jammu and Kashmir,19.0,Red/Yellow Soil,low,High,High,Low,2415.636261,2695.57
Wheat,Rabi       ,Jammu and Kashmir,291994.0,Laterile Soil,low,Low,Medium,High,2592.009083,1905.25
Potato,Whole Year ,Delhi,689.0,Laterile Soil,low,Average,High,Low,2495.516776,2807.58
Rice,Kharif     ,Delhi,6068.0,Alluvial Soil,low,Low,High,Medium,3091.773971,709.13
Sugarcane,Whole Year ,Delhi,3.0,Alluvial Soil,high,High,Medium,High,2261.112943,2684.62
Wheat,Rabi       ,Delhi,19450.0,Alluvial Soil,high,Average,Low,Medium,2543.803183,2051.85
Groundnut,Kharif     ,Jammu and Kashmir,4.0,Alluvial Soil,high,High,Low,Medium,2371.556401,2040.34
Onion,Kharif     ,Jammu and Kashmir,86.0,Laterile Soil,high,Average,Medium,High,2070.087879,1433.31
Onion,Rabi       ,Jammu and Kashmir,432.0,Red/Yellow Soil,high,High,Low,High,3157.491477,2315.1
Potato,Kharif     ,Jammu and Kashmir,1225.0,Red/Yellow Soil,high,High,High,Low,2145.530026,2260.48
Potato,Rabi       ,Jammu and Kashmir,1161.0,Laterile Soil,high,Average,High,Medium,2566.038756,693.21
Rice,Kharif     ,Jammu and Kashmir,261663.0,Alluvial Soil,high,Average,Low,High,1977.789818,1139.88
Sugarcane,Kharif     ,Jammu and Kashmir,22.0,Alluvial Soil,high,Low,Low,High,2380.278838,2028.6
Wheat,Rabi       ,Jammu and Kashmir,289964.0,Alluvial Soil,low,High,Low,High,2626.590646,2551.85
Banana,Kharif     ,Puducherry,265.0,Laterile Soil,high,Average,Medium,High,2252.579806,2599.36
Cotton(lint),Summer     ,Puducherry,12.0,Black Soil,high,Average,High,Medium,2676.040555,2674.62
Groundnut,Kharif     ,Puducherry,6.0,Red/Yellow Soil,high,Average,Low,Low,2419.287672,1930.29
Groundnut,Rabi       ,Puducherry,323.0,Laterile Soil,high,Average,High,High,2848.024754,557.56
Groundnut,Summer     ,Puducherry,37.0,Alluvial Soil,low,High,High,High,2908.528274,2107.73
Onion,Rabi       ,Puducherry,1.0,Red/Yellow Soil,low,Average,Low,Low,2323.976572,1171.79
Onion,Summer     ,Puducherry,1.0,Alluvial Soil,high,Low,Medium,Medium,2523.019858,1587.14
Ragi,Kharif     ,Puducherry,16.0,Laterile Soil,high,Low,High,Low,2555.036268,2218.95
Ragi,Summer     ,Puducherry,17.0,Red/Yellow Soil,low,Low,Medium,High,2685.804789,2831.26
Rice,Kharif     ,Puducherry,3559.0,Alluvial Soil,low,Low,Low,Low,2504.314599,2921.92
Rice,Rabi       ,Puducherry,8979.0,Alluvial Soil,low,Low,High,High,2557.063288,2513.69
Rice,Summer     ,Puducherry,3743.0,Alluvial Soil,low,Low,High,High,2426.978058,1550.17
Sugarcane,Kharif     ,Puducherry,2027.0,Red/Yellow Soil,high,Low,Low,Low,2534.57196,1402.89
Potato,Whole Year ,Delhi,689.0,Alluvial Soil,high,High,High,Medium,2889.382058,1574.22
Rice,Kharif     ,Delhi,6068.0,Alluvial Soil,high,High,High,Low,2693.824972,1884.29
Sugarcane,Whole Year ,Delhi,3.0,Alluvial Soil,low,Low,Low,Low,2710.376692,2438.36
Wheat,Rabi       ,Delhi,19450.0,Laterile Soil,high,Low,Medium,Low,2716.921097,2961.17
Banana,Kharif     ,Puducherry,224.0,Red/Yellow Soil,high,Low,Medium,High,2453.857367,608.06
Cotton(lint),Summer     ,Puducherry,67.0,Black Soil,low,High,Medium,Medium,2595.648113,1601.64
Groundnut,Kharif     ,Puducherry,5.0,Laterile Soil,high,Low,Low,High,2174.447896,2619.03
Groundnut,Rabi       ,Puducherry,320.0,Alluvial Soil,high,Low,Low,Low,2880.642297,1389.15
Groundnut,Summer     ,Puducherry,29.0,Laterile Soil,low,Low,Medium,Low,1665.11187,2537.01
Onion,Kharif     ,Puducherry,1.0,Red/Yellow Soil,high,High,Medium,High,2473.855482,1604.92
Onion,Summer     ,Puducherry,3.0,Alluvial Soil,low,Average,Medium,High,2842.268793,576.86
Ragi,Kharif     ,Puducherry,19.0,Red/Yellow Soil,low,Low,Low,Low,2090.83962,2042.46
Ragi,Rabi       ,Puducherry,1.0,Red/Yellow Soil,low,Low,Low,Low,2619.933975,1591.84
Ragi,Summer     ,Puducherry,21.0,Red/Yellow Soil,low,High,High,Low,2295.770066,2473.08
Rice,Kharif     ,Puducherry,3671.0,Alluvial Soil,low,High,High,Low,2389.35902,2999.79
Rice,Rabi       ,Puducherry,8382.0,Alluvial Soil,high,Average,High,Medium,2783.782288,1131.11
Rice,Summer     ,Puducherry,3769.0,Alluvial Soil,high,Average,Low,Medium,2559.417078,1981.12
